Ponto,Água,,Combustíveis,,,,,,,Ar,,,,,,,,,Fornalha,Gases de combustão,Vapor,,,Digestor
4788,0.89,0.56,0.99,0.94,0.00,0.81,0.46,0.54,0.96,0.83,0.91,0.75,0.96,0.85,0.47,0.85,0.70,0.07,0.80,0.87,0.88,0.26,0.98,0.29
4789,0.89,0.60,1.00,0.94,0.00,0.81,0.46,0.54,0.95,0.83,0.91,0.75,0.95,0.85,0.47,0.85,0.70,0.07,0.80,0.87,0.89,0.24,0.98,0.29
4790,0.89,0.58,1.00,0.94,0.00,0.81,0.46,0.54,0.95,0.83,0.91,0.76,0.95,0.86,0.47,0.85,0.70,0.07,0.80,0.87,0.89,0.24,0.98,0.29
4791,0.88,0.57,1.00,0.94,0.00,0.81,0.46,0.54,0.95,0.83,0.91,0.75,0.94,0.85,0.47,0.85,0.70,0.07,0.80,0.87,0.90,0.25,0.98,0.30
4792,0.88,0.57,1.00,0.94,0.00,0.81,0.46,0.54,0.95,0.83,0.91,0.75,0.94,0.85,0.47,0.86,0.70,0.07,0.79,0.87,0.90,0.24,0.99,0.29
4793,0.88,0.61,1.00,0.95,0.00,0.81,0.46,0.54,0.95,0.82,0.91,0.75,0.95,0.85,0.47,0.86,0.70,0.07,0.79,0.87,0.90,0.25,0.98,0.30
4794,0.88,0.59,0.99,0.95,0.00,0.81,0.45,0.54,0.95,0.83,0.91,0.75,0.95,0.85,0.47,0.86,0.70,0.07,0.79,0.87,0.89,0.24,0.98,0.28
4795,0.88,0.60,1.00,0.95,0.00,0.81,0.45,0.54,0.95,0.83,0.91,0.75,0.94,0.85,0.47,0.86,0.70,0.07,0.79,0.87,0.89,0.27,0.98,0.27
4796,0.88,0.63,1.00,0.95,0.00,0.81,0.45,0.54,0.95,0.83,0.90,0.75,0.94,0.84,0.46,0.85,0.70,0.07,0.79,0.87,0.90,0.24,0.98,0.26
4797,0.88,0.65,1.00,0.95,0.00,0.81,0.45,0.55,0.95,0.83,0.90,0.76,0.94,0.86,0.46,0.86,0.70,0.07,0.79,0.87,0.90,0.24,0.98,0.25
4798,0.88,0.60,0.99,0.95,0.00,0.81,0.45,0.55,0.95,0.83,0.91,0.75,0.95,0.85,0.47,0.86,0.70,0.07,0.79,0.87,0.90,0.25,0.98,0.27
4799,0.88,0.58,0.99,0.95,0.00,0.81,0.45,0.54,0.95,0.83,0.91,0.76,0.95,0.85,0.46,0.84,0.70,0.07,0.79,0.87,0.88,0.25,0.98,0.26
4800,0.87,0.50,1.00,0.95,0.00,0.81,0.45,0.55,0.95,0.83,0.91,0.75,0.95,0.85,0.46,0.85,0.70,0.07,0.79,0.87,0.89,0.22,0.98,0.26
4801,0.87,0.54,1.00,0.95,0.00,0.81,0.45,0.55,0.95,0.83,0.91,0.76,0.95,0.85,0.46,0.85,0.70,0.07,0.79,0.87,0.89,0.25,0.98,0.25
4802,0.87,0.57,1.00,0.95,0.00,0.81,0.45,0.55,0.95,0.82,0.91,0.76,0.94,0.85,0.46,0.86,0.70,0.07,0.79,0.87,0.91,0.24,0.98,0.26
4803,0.87,0.56,0.99,0.95,0.00,0.81,0.45,0.55,0.95,0.83,0.91,0.75,0.94,0.85,0.47,0.85,0.70,0.07,0.79,0.87,0.89,0.24,0.98,0.23
4804,0.87,0.53,1.00,0.95,0.00,0.81,0.45,0.54,0.95,0.83,0.91,0.75,0.94,0.84,0.47,0.84,0.70,0.07,0.79,0.87,0.87,0.25,0.98,0.25
4805,0.87,0.59,1.00,0.95,0.00,0.83,0.45,0.54,0.94,0.83,0.90,0.76,0.94,0.85,0.45,0.85,0.70,0.08,0.79,0.87,0.89,0.26,0.98,0.25
4806,0.87,0.54,1.00,0.95,0.00,0.82,0.45,0.54,0.94,0.83,0.90,0.75,0.94,0.85,0.46,0.85,0.69,0.08,0.79,0.86,0.91,0.24,0.98,0.26
4807,0.86,0.51,0.99,0.95,0.00,0.82,0.45,0.54,0.94,0.83,0.90,0.75,0.94,0.85,0.46,0.86,0.68,0.08,0.79,0.86,0.89,0.25,0.98,0.25
4808,0.86,0.58,1.00,0.94,0.00,0.83,0.45,0.54,0.94,0.82,0.90,0.76,0.94,0.85,0.46,0.86,0.68,0.08,0.79,0.86,0.91,0.25,0.98,0.27
4809,0.86,0.53,1.00,0.94,0.00,0.83,0.45,0.54,0.95,0.83,0.91,0.76,0.95,0.85,0.46,0.85,0.69,0.08,0.79,0.86,0.88,0.24,0.98,0.28
4810,0.87,0.59,1.00,0.94,0.00,0.83,0.45,0.54,0.95,0.83,0.91,0.76,0.94,0.85,0.47,0.85,0.70,0.08,0.79,0.86,0.89,0.25,0.98,0.26
4811,0.87,0.65,0.99,0.94,0.00,0.83,0.45,0.54,0.95,0.83,0.91,0.76,0.94,0.85,0.47,0.86,0.70,0.08,0.79,0.86,0.91,0.26,0.98,0.25
4812,0.87,0.66,1.00,0.94,0.00,0.83,0.44,0.54,0.94,0.83,0.91,0.75,0.95,0.85,0.47,0.86,0.70,0.08,0.79,0.86,0.90,0.25,0.98,0.28
4813,0.87,0.65,1.00,0.94,0.00,0.83,0.44,0.54,0.95,0.82,0.91,0.76,0.95,0.85,0.47,0.86,0.70,0.08,0.79,0.86,0.90,0.25,0.98,0.31
4814,0.88,0.50,1.00,0.94,0.00,0.79,0.47,0.54,0.95,0.83,0.91,0.75,0.93,0.84,0.46,0.86,0.69,0.07,0.79,0.87,0.91,0.23,0.98,0.27
4815,0.88,0.47,1.00,0.94,0.00,0.80,0.47,0.54,0.95,0.83,0.91,0.75,0.93,0.85,0.46,0.87,0.69,0.07,0.79,0.87,0.90,0.24,0.98,0.30
4816,0.88,0.54,1.00,0.94,0.00,0.80,0.47,0.54,0.95,0.83,0.91,0.75,0.94,0.85,0.47,0.86,0.69,0.07,0.79,0.86,0.90,0.24,0.98,0.30
4817,0.88,0.53,1.00,0.94,0.00,0.78,0.47,0.54,0.95,0.83,0.91,0.76,0.94,0.86,0.46,0.86,0.69,0.07,0.79,0.86,0.89,0.25,0.98,0.30
4818,0.89,0.58,1.00,0.94,0.00,0.77,0.48,0.54,0.95,0.83,0.91,0.75,0.95,0.85,0.46,0.86,0.69,0.07,0.79,0.86,0.91,0.23,0.98,0.28
4819,0.89,0.58,0.99,0.94,0.00,0.81,0.48,0.54,0.95,0.83,0.91,0.76,0.95,0.86,0.46,0.87,0.69,0.06,0.80,0.86,0.91,0.26,0.98,0.29
4820,0.89,0.53,1.00,0.94,0.00,0.81,0.48,0.54,0.94,0.83,0.91,0.76,0.95,0.85,0.46,0.87,0.69,0.06,0.80,0.86,0.90,0.24,0.98,0.30
4821,0.89,0.51,1.00,0.94,0.00,0.81,0.48,0.54,0.94,0.83,0.90,0.75,0.94,0.85,0.46,0.87,0.69,0.06,0.80,0.86,0.91,0.23,0.98,0.31
4822,0.89,0.52,1.00,0.94,0.00,0.81,0.48,0.54,0.94,0.83,0.90,0.76,0.94,0.85,0.46,0.88,0.69,0.06,0.80,0.86,0.92,0.24,0.98,0.29
4823,0.89,0.58,1.00,0.94,0.00,0.81,0.48,0.54,0.95,0.83,0.91,0.76,0.94,0.85,0.46,0.88,0.69,0.06,0.80,0.86,0.91,0.25,0.98,0.29
4824,0.89,0.52,1.00,0.94,0.00,0.81,0.48,0.54,0.94,0.83,0.91,0.76,0.94,0.84,0.46,0.88,0.69,0.06,0.80,0.86,0.92,0.24,0.98,0.28
4825,0.89,0.52,1.00,0.94,0.00,0.79,0.49,0.54,0.94,0.83,0.91,0.76,0.94,0.85,0.45,0.88,0.69,0.06,0.80,0.86,0.93,0.24,0.98,0.28
4826,0.88,0.50,1.00,0.95,0.00,0.79,0.50,0.54,0.94,0.83,0.91,0.76,0.93,0.86,0.46,0.87,0.69,0.06,0.80,0.87,0.90,0.23,0.98,0.25
4827,0.88,0.48,1.00,0.95,0.00,0.80,0.50,0.54,0.94,0.83,0.92,0.75,0.93,0.86,0.46,0.87,0.69,0.06,0.80,0.87,0.90,0.24,0.98,0.24
4828,0.88,0.47,0.99,0.95,0.00,0.82,0.50,0.55,0.94,0.77,0.92,0.77,0.93,0.87,0.45,0.88,0.68,0.06,0.81,0.87,0.91,0.25,0.98,0.24
4829,0.88,0.54,1.00,0.95,0.00,0.82,0.50,0.55,0.94,0.78,0.91,0.78,0.93,0.89,0.45,0.88,0.68,0.06,0.81,0.87,0.92,0.25,0.98,0.24
4830,0.88,0.49,1.00,0.95,0.00,0.83,0.50,0.55,0.94,0.78,0.91,0.77,0.94,0.89,0.45,0.88,0.68,0.06,0.81,0.87,0.91,0.25,0.98,0.24
4831,0.88,0.55,0.99,0.95,0.00,0.83,0.50,0.55,0.94,0.78,0.91,0.77,0.94,0.89,0.45,0.88,0.68,0.06,0.81,0.87,0.91,0.25,0.98,0.26
4832,0.88,0.53,0.99,0.94,0.00,0.83,0.50,0.54,0.94,0.78,0.91,0.77,0.93,0.89,0.44,0.88,0.67,0.06,0.81,0.87,0.90,0.24,0.98,0.25
4833,0.88,0.53,0.99,0.94,0.00,0.83,0.50,0.53,0.94,0.78,0.91,0.78,0.92,0.89,0.44,0.89,0.67,0.06,0.82,0.87,0.91,0.25,0.98,0.26
4834,0.88,0.56,1.00,0.93,0.00,0.76,0.50,0.54,0.94,0.80,0.91,0.77,0.91,0.89,0.44,0.88,0.66,0.07,0.82,0.88,0.92,0.24,0.98,0.25
4835,0.88,0.54,1.00,0.93,0.00,0.83,0.50,0.53,0.93,0.80,0.91,0.78,0.91,0.89,0.44,0.89,0.67,0.07,0.82,0.88,0.92,0.24,0.98,0.25
4836,0.88,0.59,1.00,0.93,0.00,0.83,0.50,0.52,0.94,0.80,0.91,0.78,0.91,0.89,0.45,0.89,0.67,0.07,0.82,0.88,0.93,0.24,0.98,0.27
4837,0.89,0.57,1.00,0.93,0.00,0.83,0.51,0.52,0.94,0.80,0.91,0.78,0.92,0.89,0.45,0.89,0.67,0.07,0.82,0.88,0.90,0.24,0.98,0.28
4838,0.89,0.55,1.00,0.92,0.00,0.83,0.51,0.52,0.94,0.80,0.91,0.77,0.92,0.89,0.45,0.88,0.67,0.07,0.82,0.88,0.90,0.25,0.98,0.23
4839,0.90,0.55,1.00,0.92,0.00,0.83,0.51,0.53,0.94,0.80,0.91,0.78,0.92,0.89,0.45,0.89,0.68,0.07,0.83,0.88,0.91,0.24,0.98,0.24
4840,0.90,0.54,1.00,0.92,0.00,0.83,0.51,0.53,0.94,0.80,0.91,0.78,0.92,0.89,0.45,0.89,0.68,0.07,0.83,0.88,0.92,0.24,0.98,0.23
4841,0.90,0.55,1.00,0.92,0.00,0.77,0.51,0.53,0.94,0.80,0.91,0.77,0.93,0.89,0.45,0.89,0.68,0.07,0.83,0.88,0.92,0.24,0.98,0.21
4842,0.91,0.57,0.99,0.92,0.00,0.81,0.51,0.53,0.94,0.80,0.91,0.77,0.93,0.89,0.45,0.89,0.68,0.07,0.83,0.88,0.92,0.24,0.98,0.18
4843,0.91,0.54,1.00,0.92,0.00,0.80,0.51,0.53,0.94,0.80,0.91,0.77,0.93,0.89,0.45,0.89,0.68,0.07,0.83,0.88,0.90,0.25,0.98,0.21
4844,0.91,0.58,1.00,0.92,0.00,0.82,0.51,0.53,0.94,0.82,0.91,0.76,0.93,0.86,0.45,0.89,0.68,0.07,0.83,0.88,0.91,0.25,0.98,0.26
4845,0.92,0.60,1.00,0.92,0.00,0.83,0.51,0.53,0.94,0.82,0.91,0.77,0.93,0.87,0.45,0.89,0.69,0.07,0.83,0.88,0.90,0.24,0.98,0.22
4846,0.92,0.61,1.00,0.92,0.00,0.82,0.51,0.53,0.95,0.82,0.91,0.76,0.94,0.86,0.45,0.88,0.69,0.07,0.83,0.88,0.92,0.26,0.99,0.25
4847,0.92,0.51,1.00,0.93,0.00,0.82,0.51,0.53,0.95,0.82,0.91,0.76,0.94,0.86,0.45,0.88,0.69,0.07,0.83,0.88,0.91,0.25,0.98,0.24
4848,0.92,0.54,0.99,0.93,0.00,0.82,0.51,0.53,0.95,0.82,0.91,0.76,0.94,0.85,0.45,0.87,0.69,0.07,0.83,0.88,0.91,0.25,0.98,0.22
4849,0.93,0.54,0.99,0.93,0.00,0.82,0.51,0.53,0.95,0.82,0.91,0.77,0.94,0.86,0.45,0.88,0.69,0.07,0.83,0.88,0.93,0.25,0.98,0.24
4850,0.93,0.57,0.99,0.93,0.00,0.82,0.51,0.53,0.95,0.82,0.91,0.76,0.95,0.85,0.45,0.88,0.69,0.07,0.83,0.88,0.92,0.24,0.98,0.24
4851,0.92,0.55,0.99,0.93,0.00,0.82,0.51,0.52,0.95,0.82,0.91,0.77,0.95,0.86,0.45,0.88,0.69,0.07,0.83,0.88,0.91,0.25,0.98,0.23
4852,0.92,0.57,1.00,0.93,0.00,0.82,0.51,0.52,0.95,0.82,0.91,0.76,0.95,0.87,0.46,0.87,0.70,0.07,0.83,0.88,0.90,0.25,0.98,0.23
4853,0.92,0.58,1.00,0.94,0.00,0.82,0.51,0.52,0.95,0.82,0.91,0.77,0.95,0.86,0.46,0.87,0.70,0.06,0.83,0.88,0.91,0.25,0.99,0.25
4854,0.92,0.48,1.00,0.94,0.00,0.82,0.51,0.52,0.95,0.82,0.91,0.77,0.95,0.85,0.46,0.88,0.70,0.06,0.83,0.88,0.91,0.23,0.98,0.24
4855,0.91,0.51,1.00,0.94,0.00,0.82,0.51,0.52,0.95,0.82,0.91,0.76,0.95,0.86,0.46,0.87,0.70,0.06,0.83,0.88,0.91,0.25,0.98,0.24
4856,0.91,0.53,1.00,0.94,0.00,0.82,0.50,0.52,0.95,0.82,0.91,0.76,0.95,0.86,0.46,0.85,0.70,0.06,0.83,0.88,0.91,0.25,0.98,0.24
4857,0.91,0.48,1.00,0.94,0.00,0.82,0.50,0.52,0.95,0.82,0.92,0.76,0.95,0.86,0.46,0.85,0.70,0.05,0.83,0.88,0.91,0.23,0.98,0.22
4858,0.91,0.47,1.00,0.95,0.00,0.83,0.50,0.52,0.95,0.82,0.92,0.77,0.95,0.86,0.46,0.85,0.70,0.05,0.83,0.88,0.91,0.23,0.98,0.21
4859,0.90,0.55,1.00,0.95,0.00,0.83,0.50,0.53,0.95,0.82,0.92,0.76,0.95,0.86,0.46,0.84,0.70,0.05,0.83,0.88,0.91,0.25,0.98,0.23
4860,0.90,0.54,1.00,0.95,0.00,0.83,0.50,0.53,0.95,0.82,0.92,0.77,0.95,0.86,0.46,0.86,0.70,0.05,0.83,0.88,0.91,0.25,0.98,0.23
4861,0.90,0.51,0.99,0.95,0.00,0.83,0.49,0.53,0.95,0.82,0.92,0.76,0.95,0.86,0.45,0.86,0.70,0.04,0.83,0.88,0.91,0.24,0.98,0.22
4862,0.90,0.53,1.00,0.96,0.00,0.83,0.49,0.53,0.95,0.82,0.92,0.76,0.95,0.86,0.45,0.88,0.70,0.04,0.83,0.89,0.91,0.25,0.98,0.23
4863,0.89,0.59,1.00,0.96,0.00,0.83,0.49,0.53,0.95,0.82,0.92,0.76,0.95,0.86,0.45,0.91,0.70,0.04,0.83,0.89,0.92,0.25,0.98,0.23
4864,0.89,0.61,1.00,0.96,0.00,0.83,0.49,0.53,0.95,0.82,0.92,0.77,0.94,0.86,0.45,0.90,0.69,0.03,0.83,0.89,0.93,0.24,0.98,0.22
4865,0.89,0.58,0.99,0.96,0.00,0.83,0.48,0.53,0.95,0.82,0.91,0.77,0.94,0.85,0.45,0.91,0.69,0.03,0.83,0.89,0.91,0.24,0.98,0.22
4866,0.89,0.59,1.00,0.97,0.00,0.82,0.48,0.53,0.94,0.83,0.91,0.76,0.94,0.86,0.44,0.91,0.69,0.03,0.83,0.89,0.91,0.25,0.98,0.21
4867,0.89,0.63,1.00,0.97,0.00,0.42,0.48,0.53,0.94,0.83,0.91,0.73,0.94,0.85,0.44,0.93,0.69,0.04,0.82,0.89,0.91,0.24,0.98,0.20
4868,0.88,0.52,1.00,0.97,0.00,0.59,0.48,0.53,0.94,0.84,0.91,0.74,0.94,0.85,0.44,0.89,0.68,0.04,0.82,0.88,0.93,0.24,0.98,0.21
4869,0.88,0.53,1.00,0.97,0.00,0.81,0.47,0.53,0.94,0.84,0.91,0.76,0.94,0.86,0.44,0.87,0.69,0.04,0.82,0.88,0.91,0.23,0.98,0.22
4870,0.88,0.50,1.00,0.98,0.00,0.81,0.48,0.53,0.94,0.84,0.90,0.76,0.93,0.86,0.44,0.85,0.69,0.04,0.82,0.87,0.93,0.23,0.98,0.19
4871,0.88,0.52,1.00,0.98,0.00,0.81,0.48,0.53,0.94,0.84,0.90,0.76,0.93,0.85,0.44,0.86,0.69,0.04,0.82,0.87,0.93,0.24,0.99,0.20
4872,0.88,0.47,1.00,0.98,0.00,0.81,0.48,0.53,0.94,0.84,0.90,0.76,0.93,0.86,0.44,0.84,0.69,0.04,0.82,0.87,0.92,0.23,0.98,0.20
4873,0.87,0.45,0.99,0.98,0.00,0.81,0.48,0.53,0.94,0.84,0.90,0.76,0.93,0.86,0.45,0.83,0.69,0.04,0.82,0.87,0.91,0.24,0.98,0.20
4874,0.87,0.48,1.00,0.97,0.00,0.81,0.48,0.53,0.94,0.84,0.90,0.76,0.92,0.85,0.45,0.81,0.69,0.04,0.82,0.87,0.91,0.24,0.98,0.23
4875,0.87,0.52,1.00,0.97,0.00,0.81,0.48,0.53,0.94,0.84,0.89,0.76,0.92,0.85,0.45,0.81,0.70,0.04,0.82,0.87,0.92,0.26,0.98,0.26
4876,0.87,0.55,1.00,0.97,0.00,0.81,0.48,0.53,0.94,0.84,0.89,0.76,0.92,0.85,0.45,0.84,0.70,0.04,0.81,0.87,0.93,0.24,0.98,0.25
4877,0.87,0.50,0.99,0.97,0.00,0.81,0.48,0.53,0.94,0.84,0.89,0.76,0.92,0.85,0.45,0.84,0.71,0.04,0.81,0.87,0.92,0.23,0.98,0.25
4878,0.87,0.52,0.99,0.97,0.00,0.81,0.48,0.53,0.94,0.84,0.89,0.76,0.92,0.87,0.45,0.84,0.71,0.04,0.81,0.87,0.91,0.25,0.98,0.26
4879,0.87,0.57,1.00,0.97,0.00,0.81,0.48,0.53,0.94,0.84,0.89,0.76,0.92,0.86,0.45,0.83,0.72,0.04,0.81,0.87,0.93,0.25,0.98,0.26
4880,0.87,0.46,0.98,0.97,0.00,0.81,0.48,0.53,0.94,0.83,0.89,0.76,0.92,0.84,0.45,0.77,0.73,0.04,0.80,0.87,0.91,0.23,0.98,0.26
4881,0.88,0.52,1.00,0.97,0.00,0.81,0.48,0.53,0.94,0.84,0.89,0.77,0.92,0.88,0.45,0.81,0.72,0.04,0.80,0.87,0.94,0.24,0.98,0.28
4882,0.89,0.55,1.00,0.97,0.00,0.81,0.48,0.53,0.94,0.84,0.89,0.76,0.92,0.86,0.45,0.81,0.71,0.05,0.79,0.87,0.93,0.24,0.98,0.30
4883,0.89,0.54,0.99,0.97,0.00,0.81,0.48,0.54,0.94,0.84,0.89,0.77,0.92,0.86,0.45,0.81,0.71,0.05,0.79,0.87,0.91,0.24,0.98,0.28
4884,0.90,0.58,1.00,0.97,0.00,0.81,0.48,0.54,0.95,0.84,0.89,0.77,0.92,0.86,0.45,0.80,0.71,0.05,0.79,0.87,0.92,0.25,0.98,0.29
4885,0.91,0.51,1.00,0.96,0.00,0.81,0.48,0.54,0.95,0.83,0.89,0.77,0.92,0.85,0.45,0.77,0.70,0.05,0.79,0.87,0.92,0.25,0.98,0.30
4886,0.91,0.51,1.00,0.96,0.00,0.81,0.48,0.54,0.95,0.83,0.90,0.76,0.92,0.85,0.45,0.82,0.70,0.05,0.78,0.87,0.94,0.24,0.98,0.29
4887,0.92,0.51,1.00,0.96,0.00,0.81,0.49,0.54,0.95,0.83,0.90,0.77,0.92,0.86,0.45,0.83,0.70,0.06,0.78,0.87,0.93,0.25,0.98,0.30
4888,0.92,0.46,0.99,0.97,0.00,0.81,0.49,0.54,0.95,0.83,0.90,0.77,0.93,0.86,0.45,0.79,0.70,0.06,0.78,0.87,0.91,0.25,0.98,0.32
4889,0.93,0.47,0.99,0.97,0.00,0.81,0.49,0.54,0.95,0.83,0.90,0.77,0.93,0.86,0.45,0.81,0.69,0.06,0.78,0.88,0.92,0.25,0.98,0.30
4890,0.93,0.57,0.99,0.97,0.00,0.81,0.49,0.54,0.95,0.83,0.90,0.77,0.93,0.87,0.45,0.83,0.69,0.06,0.78,0.88,0.91,0.25,0.98,0.31
4891,0.94,0.54,1.00,0.97,0.00,0.81,0.49,0.54,0.95,0.83,0.90,0.76,0.93,0.87,0.45,0.83,0.69,0.06,0.78,0.88,0.91,0.24,0.98,0.33
4892,0.95,0.49,0.99,0.97,0.00,0.81,0.49,0.53,0.95,0.83,0.90,0.76,0.93,0.85,0.45,0.86,0.69,0.06,0.78,0.88,0.92,0.25,0.98,0.32
4893,0.95,0.41,1.00,0.97,0.01,0.81,0.50,0.53,0.94,0.83,0.90,0.77,0.92,0.85,0.45,0.84,0.68,0.06,0.78,0.88,0.94,0.25,0.98,0.32
4894,0.94,0.40,0.99,0.97,0.00,0.81,0.50,0.53,0.94,0.83,0.90,0.76,0.92,0.86,0.46,0.84,0.68,0.06,0.78,0.88,0.91,0.24,0.98,0.28
4895,0.94,0.38,0.99,0.97,0.00,0.81,0.50,0.53,0.94,0.83,0.90,0.76,0.92,0.86,0.46,0.86,0.68,0.06,0.78,0.88,0.92,0.23,0.98,0.30
4896,0.93,0.42,1.00,0.97,0.00,0.81,0.50,0.54,0.94,0.83,0.90,0.76,0.92,0.86,0.46,0.86,0.68,0.06,0.78,0.88,0.93,0.25,0.98,0.27
4897,0.93,0.45,1.00,0.97,0.00,0.81,0.50,0.54,0.94,0.83,0.90,0.76,0.92,0.86,0.46,0.85,0.68,0.05,0.78,0.88,0.94,0.24,0.98,0.26
4898,0.93,0.45,1.00,0.97,0.00,0.81,0.49,0.54,0.94,0.83,0.90,0.76,0.91,0.85,0.46,0.87,0.68,0.05,0.77,0.88,0.96,0.25,0.98,0.28
4899,0.92,0.46,1.00,0.97,0.00,0.81,0.49,0.53,0.94,0.83,0.90,0.76,0.91,0.86,0.45,0.88,0.68,0.05,0.77,0.88,0.93,0.25,0.98,0.26
4900,0.92,0.49,1.00,0.97,0.00,0.81,0.48,0.53,0.94,0.83,0.90,0.77,0.92,0.86,0.45,0.88,0.68,0.05,0.76,0.88,0.92,0.26,0.98,0.24
4901,0.92,0.42,1.00,0.97,0.00,0.81,0.48,0.53,0.94,0.83,0.90,0.76,0.92,0.86,0.45,0.88,0.68,0.05,0.75,0.88,0.94,0.25,0.98,0.23
4902,0.91,0.53,1.00,0.97,0.00,0.81,0.48,0.53,0.94,0.83,0.90,0.77,0.92,0.86,0.45,0.87,0.69,0.05,0.75,0.88,0.95,0.25,0.98,0.23
4903,0.91,0.48,1.00,0.97,0.00,0.80,0.47,0.53,0.94,0.83,0.90,0.77,0.92,0.86,0.45,0.87,0.69,0.05,0.74,0.87,0.93,0.25,0.98,0.21
4904,0.91,0.50,1.00,0.97,0.00,0.80,0.47,0.53,0.94,0.83,0.90,0.76,0.93,0.85,0.45,0.86,0.70,0.04,0.73,0.87,0.94,0.25,0.98,0.20
4905,0.74,0.29,0.83,0.96,0.00,0.56,0.44,0.52,0.94,0.73,0.89,0.66,0.92,0.49,0.53,0.52,0.79,0.06,0.59,0.79,0.70,0.23,0.95,0.27
4906,0.74,0.34,0.83,0.96,0.00,0.57,0.44,0.52,0.94,0.73,0.89,0.66,0.92,0.49,0.53,0.52,0.79,0.06,0.59,0.79,0.70,0.25,0.95,0.27
4907,0.73,0.31,0.83,0.96,0.00,0.60,0.44,0.52,0.94,0.73,0.89,0.67,0.92,0.49,0.53,0.52,0.80,0.06,0.58,0.78,0.69,0.24,0.95,0.27
4908,0.73,0.33,0.83,0.96,0.00,0.61,0.44,0.52,0.94,0.73,0.89,0.67,0.91,0.49,0.53,0.51,0.80,0.06,0.58,0.78,0.68,0.25,0.95,0.27
4909,0.72,0.32,0.83,0.96,0.00,0.61,0.44,0.52,0.94,0.73,0.88,0.67,0.91,0.49,0.52,0.51,0.80,0.06,0.57,0.78,0.69,0.26,0.95,0.28
4910,0.72,0.33,0.83,0.96,0.00,0.61,0.45,0.52,0.94,0.73,0.88,0.67,0.91,0.49,0.53,0.52,0.80,0.06,0.57,0.77,0.69,0.27,0.95,0.29
4911,0.72,0.34,0.83,0.96,0.00,0.61,0.45,0.52,0.94,0.72,0.88,0.67,0.91,0.49,0.53,0.53,0.80,0.06,0.56,0.77,0.68,0.23,0.95,0.31
4912,0.71,0.32,0.83,0.96,0.00,0.61,0.45,0.52,0.94,0.73,0.88,0.67,0.91,0.55,0.53,0.53,0.80,0.06,0.56,0.76,0.66,0.26,0.95,0.33
4913,0.71,0.29,0.83,0.96,0.00,0.61,0.45,0.52,0.94,0.73,0.88,0.66,0.90,0.56,0.52,0.51,0.80,0.06,0.55,0.76,0.66,0.24,0.95,0.31
4914,0.71,0.23,0.83,0.96,0.00,0.61,0.45,0.53,0.94,0.73,0.87,0.66,0.90,0.56,0.51,0.52,0.80,0.06,0.55,0.76,0.68,0.25,0.95,0.30
4915,0.89,0.59,0.96,0.94,0.00,0.93,0.50,0.50,0.94,0.78,0.90,0.76,0.93,0.89,0.46,0.90,0.67,0.06,0.78,0.89,0.90,0.25,0.98,0.22
4916,0.90,0.61,0.96,0.94,0.00,0.93,0.50,0.50,0.94,0.78,0.91,0.76,0.94,0.89,0.46,0.91,0.67,0.06,0.79,0.89,0.89,0.24,0.98,0.21
4917,0.91,0.59,0.96,0.94,0.00,0.94,0.50,0.50,0.95,0.78,0.91,0.76,0.94,0.89,0.46,0.92,0.67,0.06,0.80,0.89,0.89,0.25,0.98,0.19
4918,0.92,0.62,0.96,0.94,0.00,0.94,0.50,0.50,0.95,0.78,0.91,0.76,0.94,0.89,0.46,0.94,0.66,0.06,0.81,0.89,0.92,0.24,0.98,0.20
4919,0.92,0.62,0.96,0.94,0.00,0.94,0.50,0.51,0.95,0.78,0.92,0.75,0.94,0.89,0.46,0.93,0.66,0.06,0.81,0.89,0.93,0.23,0.98,0.23
4920,0.91,0.52,0.96,0.95,0.00,0.94,0.50,0.51,0.95,0.78,0.92,0.75,0.94,0.88,0.45,0.98,0.66,0.06,0.81,0.89,0.92,0.24,0.98,0.22
4921,0.91,0.48,0.96,0.95,0.00,0.93,0.50,0.51,0.95,0.78,0.92,0.76,0.95,0.89,0.45,0.91,0.66,0.06,0.81,0.89,0.89,0.23,0.98,0.24
4922,0.91,0.56,0.96,0.95,0.00,0.93,0.50,0.85,0.95,0.78,0.92,0.76,0.95,0.88,0.41,0.90,0.69,0.06,0.80,0.89,0.88,0.26,0.98,0.24
4923,0.90,0.59,0.96,0.95,0.00,0.93,0.50,0.85,0.95,0.78,0.92,0.76,0.94,0.89,0.41,0.93,0.69,0.06,0.80,0.89,0.90,0.25,0.98,0.21
4924,0.90,0.54,0.96,0.96,0.00,0.93,0.50,0.85,0.95,0.78,0.92,0.76,0.94,0.88,0.41,0.91,0.68,0.06,0.80,0.89,0.88,0.25,0.98,0.23
4925,0.90,0.59,0.96,0.96,0.00,0.93,0.51,0.85,0.95,0.78,0.92,0.75,0.94,0.88,0.41,0.91,0.68,0.06,0.79,0.89,0.91,0.25,0.98,0.24
4926,0.90,0.57,0.96,0.96,0.00,0.93,0.51,0.85,0.95,0.78,0.92,0.75,0.94,0.88,0.41,0.93,0.68,0.06,0.79,0.89,0.93,0.24,0.98,0.27
4927,0.89,0.55,0.96,0.96,0.00,0.93,0.51,0.85,0.95,0.78,0.92,0.75,0.94,0.89,0.41,0.93,0.67,0.06,0.79,0.89,0.90,0.24,0.97,0.27
